cod_ibge;Municipio;Valor;Ano;Tipo;Valor Estado;Indicador 1;Indicador 2;Indicador 3;Indicador 4;Indicador 5;
3543253;Ribeirão Grande;15,76872536;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543253;Ribeirão Grande;14,12429379;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543253;Ribeirão Grande;11,49425287;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543253;Ribeirão Grande;10,75268817;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543253;Ribeirão Grande;14,08450704;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543253;Ribeirão Grande;12,82051282;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543303;Ribeirão Pires;12,24126419;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543303;Ribeirão Pires;8,090218191;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543303;Ribeirão Pires;8,708633989;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543303;Ribeirão Pires;11,58106747;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543303;Ribeirão Pires;11,81334908;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543303;Ribeirão Pires;8,124576845;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543402;Ribeirão Preto;13,45309068;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543402;Ribeirão Preto;12,04724718;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543402;Ribeirão Preto;11,06053346;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543402;Ribeirão Preto;10,95303532;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543402;Ribeirão Preto;10,68555146;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543402;Ribeirão Preto;9,907558937;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543501;Riversul;27,12477396;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543501;Riversul;3,802281369;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543501;Riversul;5,769230769;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543501;Riversul;12,75045537;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543501;Riversul;17,34104046;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543501;Riversul;22,55639098;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543600;Rifaina;11,49425287;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543600;Rifaina;7,380073801;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543600;Rifaina;10,34482759;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543600;Rifaina;9,554140127;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543600;Rifaina;3,125;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543600;Rifaina;9,009009009;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543709;Rincão;16,90821256;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543709;Rincão;12,91989664;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543709;Rincão;13,44086022;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543709;Rincão;17,54385965;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543709;Rincão;16,5394402;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543709;Rincão;14,32664756;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543808;Rinópolis;18,98734177;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543808;Rinópolis;18,71657754;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543808;Rinópolis;19,31034483;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543808;Rinópolis;16,92524683;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543808;Rinópolis;16,69195751;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543808;Rinópolis;14,90312966;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543907;Rio Claro;14,03887689;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543907;Rio Claro;13,29174013;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543907;Rio Claro;12,50515322;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543907;Rio Claro;11,76307777;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543907;Rio Claro;11,14910064;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3543907;Rio Claro;11,35994807;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544004;Rio das Pedras;10,91703057;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544004;Rio das Pedras;11,22694467;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544004;Rio das Pedras;8,8638195;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544004;Rio das Pedras;10,77050539;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544004;Rio das Pedras;17,60889713;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544004;Rio das Pedras;18,12977099;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544103;Rio Grande da Serra;14,34933201;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544103;Rio Grande da Serra;9,758602979;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544103;Rio Grande da Serra;12,64431006;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544103;Rio Grande da Serra;17,69911504;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544103;Rio Grande da Serra;10,28277635;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544103;Rio Grande da Serra;7,806955287;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544202;Riolândia;18,60465116;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544202;Riolândia;8,403361345;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544202;Riolândia;0;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544202;Riolândia;8,108108108;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544202;Riolândia;5,714285714;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544202;Riolândia;6,600660066;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544251;Rosana;12,21166893;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544251;Rosana;10,82543978;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544251;Rosana;8,608321377;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544251;Rosana;11,05845182;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544251;Rosana;4,893964111;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544251;Rosana;5,825242718;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544301;Roseira;22,47191011;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544301;Roseira;11,49425287;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544301;Roseira;9,237875289;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544301;Roseira;2,34741784;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544301;Roseira;12,6984127;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544301;Roseira;8,982035928;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544400;Rubiácea;8,298755187;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544400;Rubiácea;3,95256917;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544400;Rubiácea;11,23595506;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544400;Rubiácea;14,44043321;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544400;Rubiácea;16,87763713;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544400;Rubiácea;27,77777778;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544509;Rubinéia;5,347593583;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544509;Rubinéia;16,48351648;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544509;Rubinéia;15,07537688;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544509;Rubinéia;17,62114537;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544509;Rubinéia;17,54385965;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544509;Rubinéia;13,15789474;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544608;Sabino;18,98734177;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544608;Sabino;6,849315068;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544608;Sabino;6,960556845;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544608;Sabino;7,109004739;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544608;Sabino;7,874015748;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544608;Sabino;14,32664756;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544707;Sagres;9,615384615;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544707;Sagres;14,21800948;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544707;Sagres;14,01869159;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544707;Sagres;4,975124378;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544707;Sagres;5,050505051;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544707;Sagres;5,263157895;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544806;Sales;6,423982869;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544806;Sales;2,304147465;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544806;Sales;2,283105023;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544806;Sales;0;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544806;Sales;2,597402597;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544806;Sales;2,557544757;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544905;Sales Oliveira;9,411764706;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544905;Sales Oliveira;23,56020942;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544905;Sales Oliveira;17,94871795;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544905;Sales Oliveira;7,772020725;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544905;Sales Oliveira;8,108108108;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3544905;Sales Oliveira;2,808988764;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545001;Salesópolis;14,4;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545001;Salesópolis;10,06711409;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545001;Salesópolis;7,836990596;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545001;Salesópolis;6,144393241;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545001;Salesópolis;6,220839813;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545001;Salesópolis;8,635578584;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545100;Salmourão;20,46035806;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545100;Salmourão;24,57002457;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545100;Salmourão;16,78657074;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545100;Salmourão;14,1509434;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545100;Salmourão;9,411764706;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545100;Salmourão;4,926108374;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545159;Saltinho;3,418803419;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545159;Saltinho;9,708737864;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545159;Saltinho;7,987220447;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545159;Saltinho;11,2;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545159;Saltinho;8,156606852;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545159;Saltinho;14,49275362;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545209;Salto;12,03293224;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545209;Salto;9,181636727;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545209;Salto;10,111023;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545209;Salto;10,26450849;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545209;Salto;10,2145046;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545209;Salto;15,52664708;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545308;Salto de Pirapora;14,18842225;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545308;Salto de Pirapora;13,36432307;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545308;Salto de Pirapora;18,03968731;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545308;Salto de Pirapora;13,55713363;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545308;Salto de Pirapora;7,596685083;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545308;Salto de Pirapora;16,18578466;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545407;Salto Grande;16,48998822;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545407;Salto Grande;10,89588378;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545407;Salto Grande;9,732360097;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545407;Salto Grande;7,643312102;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545407;Salto Grande;10,5680317;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545407;Salto Grande;9,549795362;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545506;Sandovalina;7,228915663;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545506;Sandovalina;0;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545506;Sandovalina;0;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545506;Sandovalina;8,086253369;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545506;Sandovalina;11,76470588;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545506;Sandovalina;15,38461538;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545605;Santa Adélia;8,213552361;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545605;Santa Adélia;11,49425287;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545605;Santa Adélia;7,82778865;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545605;Santa Adélia;4,514672686;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545605;Santa Adélia;8,849557522;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545605;Santa Adélia;14,49275362;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545704;Santa Albertina;6,802721088;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545704;Santa Albertina;4,201680672;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545704;Santa Albertina;8,421052632;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545704;Santa Albertina;12,42236025;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545704;Santa Albertina;15,05376344;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545704;Santa Albertina;19,10828025;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545803;Santa Bárbara d'Oeste;12,29923311;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545803;Santa Bárbara d'Oeste;8,877791649;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545803;Santa Bárbara d'Oeste;9,098544233;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545803;Santa Bárbara d'Oeste;11,12614644;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545803;Santa Bárbara d'Oeste;12,22534281;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3545803;Santa Bárbara d'Oeste;13,04574709;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546009;Santa Branca;10,63829787;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546009;Santa Branca;35,92814371;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546009;Santa Branca;24,69135802;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546009;Santa Branca;6,493506494;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546009;Santa Branca;14,74201474;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546009;Santa Branca;25,12562814;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546108;Santa Clara d'Oeste;16,75977654;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546108;Santa Clara d'Oeste;12,34567901;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546108;Santa Clara d'Oeste;6,211180124;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546108;Santa Clara d'Oeste;5,714285714;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546108;Santa Clara d'Oeste;6,097560976;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546108;Santa Clara d'Oeste;11,83431953;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546207;Santa Cruz da Conceição;26,21722846;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546207;Santa Cruz da Conceição;15,26717557;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546207;Santa Cruz da Conceição;11,62790698;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546207;Santa Cruz da Conceição;8,733624454;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546207;Santa Cruz da Conceição;14,42307692;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546207;Santa Cruz da Conceição;14,63414634;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546256;Santa Cruz da Esperança;30,45685279;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546256;Santa Cruz da Esperança;15;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546256;Santa Cruz da Esperança;15,38461538;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546256;Santa Cruz da Esperança;0;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546256;Santa Cruz da Esperança;12,04819277;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546256;Santa Cruz da Esperança;13,33333333;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546306;Santa Cruz das Palmeiras;23,71541502;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546306;Santa Cruz das Palmeiras;13,57082273;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546306;Santa Cruz das Palmeiras;11,9760479;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546306;Santa Cruz das Palmeiras;7,25294651;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546306;Santa Cruz das Palmeiras;10,51625239;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546306;Santa Cruz das Palmeiras;19,60784314;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546405;Santa Cruz do Rio Pardo;11,3507378;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546405;Santa Cruz do Rio Pardo;13,8121547;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546405;Santa Cruz do Rio Pardo;9,955752212;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546405;Santa Cruz do Rio Pardo;11,62147205;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546405;Santa Cruz do Rio Pardo;13,05334847;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546405;Santa Cruz do Rio Pardo;13,22115385;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546504;Santa Ernestina;12;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546504;Santa Ernestina;13,51351351;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546504;Santa Ernestina;11,31221719;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546504;Santa Ernestina;13,51351351;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546504;Santa Ernestina;12,47401247;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546504;Santa Ernestina;8,130081301;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546603;Santa Fé do Sul;19,30147059;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546603;Santa Fé do Sul;15,26104418;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546603;Santa Fé do Sul;11,4379085;2018;Longevidade;12,31;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546603;Santa Fé do Sul;12,53918495;2020;Longevidade;11,96;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546603;Santa Fé do Sul;14,11764706;2022;Longevidade;12,24;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546603;Santa Fé do Sul;10,85972851;2024;Longevidade;12,48;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546702;Santa Gertrudes;8,595988539;2014;Longevidade;13,43;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
3546702;Santa Gertrudes;6,628787879;2016;Longevidade;12,46;;Taxas de mortalidade perinatal (por mil nascidos vivos);;;;
