cod_ibge;Municipio;Valor;Ano;Tipo;Valor Estado;Indicador 1;Indicador 2;Indicador 3;Indicador 4;Indicador 5;
3537602;Peruíbe;35474,46325;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3537602;Peruíbe;36652,57464;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3537701;Piacatu;26247,60207;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3537701;Piacatu;31350,34003;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3537701;Piacatu;26247,60207;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3537701;Piacatu;24658,90174;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3537701;Piacatu;20778,00263;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3537701;Piacatu;31092,99801;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3537800;Piedade;37481,06579;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3537800;Piedade;39180,57623;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3537800;Piedade;37481,06579;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3537800;Piedade;39103,65292;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3537800;Piedade;29901,91956;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3537800;Piedade;37380,24037;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3537909;Pilar do Sul;40093,71453;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3537909;Pilar do Sul;38088,66165;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3537909;Pilar do Sul;40093,71453;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3537909;Pilar do Sul;41879,38001;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3537909;Pilar do Sul;55709,66253;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3537909;Pilar do Sul;58275,09482;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538006;Pindamonhangaba;88618,63747;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538006;Pindamonhangaba;75135,17674;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538006;Pindamonhangaba;88618,63747;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538006;Pindamonhangaba;76029,49507;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538006;Pindamonhangaba;81357,43488;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538006;Pindamonhangaba;87520,27543;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538105;Pindorama;38330,37982;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538105;Pindorama;34023,93648;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538105;Pindorama;38330,37982;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538105;Pindorama;35762,04939;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538105;Pindorama;39176,36996;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538105;Pindorama;54677,03848;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538204;Pinhalzinho;30021,62612;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538204;Pinhalzinho;29442,64447;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538204;Pinhalzinho;30021,62612;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538204;Pinhalzinho;26438,73654;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538204;Pinhalzinho;22756,7353;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538204;Pinhalzinho;28792,86358;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538303;Piquerobi;25972,30357;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538303;Piquerobi;27786,97435;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538303;Piquerobi;25972,30357;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538303;Piquerobi;24039,6235;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538303;Piquerobi;22554,77815;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538303;Piquerobi;33356,56753;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538501;Piquete;19798,90744;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538501;Piquete;18979,55554;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538501;Piquete;19798,90744;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538501;Piquete;20203,91636;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538501;Piquete;16605,55256;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538501;Piquete;20091,0363;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538600;Piracaia;30167,95823;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538600;Piracaia;30327,94942;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538600;Piracaia;30167,95823;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538600;Piracaia;30880,48485;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538600;Piracaia;26718,17365;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538600;Piracaia;32966,88945;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538709;Piracicaba;113234,317;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538709;Piracicaba;99913,00402;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538709;Piracicaba;113234,317;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538709;Piracicaba;95967,01872;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538709;Piracicaba;97475,97319;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538709;Piracicaba;110470,4;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538808;Piraju;42847,97371;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538808;Piraju;37172,69127;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538808;Piraju;42847,97371;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538808;Piraju;40789,25309;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538808;Piraju;32556,67451;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538808;Piraju;39847,0508;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538907;Pirajuí;33612,94404;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538907;Pirajuí;30108,03954;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538907;Pirajuí;33612,94404;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538907;Pirajuí;29199,24497;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538907;Pirajuí;25470,71282;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3538907;Pirajuí;35650,59861;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539004;Pirangi;50901,14906;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539004;Pirangi;41269,43835;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539004;Pirangi;50901,14906;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539004;Pirangi;49048,20671;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539004;Pirangi;38047,19733;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539004;Pirangi;52795,40863;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539103;Pirapora do Bom Jesus;41514,70147;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539103;Pirapora do Bom Jesus;26968,08006;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539103;Pirapora do Bom Jesus;41514,70147;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539103;Pirapora do Bom Jesus;38227,25465;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539103;Pirapora do Bom Jesus;38096,12929;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539103;Pirapora do Bom Jesus;39741,41705;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539202;Pirapozinho;58770,58696;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539202;Pirapozinho;48609,71622;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539202;Pirapozinho;58770,58696;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539202;Pirapozinho;48947,00477;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539202;Pirapozinho;47482,89363;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539202;Pirapozinho;59865,74184;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539301;Pirassununga;63100,89873;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539301;Pirassununga;60310,29327;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539301;Pirassununga;63100,89873;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539301;Pirassununga;58272,27811;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539301;Pirassununga;51286,15659;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539301;Pirassununga;62719,73995;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539400;Piratininga;29918,03829;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539400;Piratininga;26677,89538;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539400;Piratininga;29918,03829;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539400;Piratininga;26624,69232;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539400;Piratininga;21154,51777;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539400;Piratininga;26913,72322;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539509;Pitangueiras;46322,85212;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539509;Pitangueiras;48626,50031;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539509;Pitangueiras;46322,85212;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539509;Pitangueiras;45635,18318;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539509;Pitangueiras;47698,37868;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539509;Pitangueiras;59198,373;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539608;Planalto;51137,64672;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539608;Planalto;98097,81521;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539608;Planalto;51137,64672;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539608;Planalto;48112,3029;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539608;Planalto;51830,47067;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539608;Planalto;82435,02432;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539707;Platina;45295,57169;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539707;Platina;40078,6229;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539707;Platina;45295,57169;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539707;Platina;50164,51343;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539707;Platina;45254,194;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539707;Platina;57382,87238;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539806;Poá;67647,32526;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539806;Poá;68434,52897;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539806;Poá;67647,32526;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539806;Poá;39475,56687;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539806;Poá;38032,79634;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539806;Poá;48266,27663;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539905;Poloni;38805,85095;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539905;Poloni;38696,91831;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539905;Poloni;38805,85095;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539905;Poloni;34926,55795;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539905;Poloni;30193,19617;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3539905;Poloni;38457,28103;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540002;Pompéia;97693,36134;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540002;Pompéia;90901,14562;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540002;Pompéia;97693,36134;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540002;Pompéia;97485,88251;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540002;Pompéia;112951,0778;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540002;Pompéia;133945,45;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540101;Pongaí;39819,25002;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540101;Pongaí;39124,16326;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540101;Pongaí;39819,25002;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540101;Pongaí;34861,3639;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540101;Pongaí;28852,97259;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540101;Pongaí;39564,44444;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540200;Pontal;40382,41044;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540200;Pontal;39576,59421;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540200;Pontal;40382,41044;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540200;Pontal;36430,39775;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540200;Pontal;43501,57053;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540200;Pontal;62588,85942;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540259;Pontalinda;29166,77447;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540259;Pontalinda;30200,90202;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540259;Pontalinda;29166,77447;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540259;Pontalinda;26270,99253;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540259;Pontalinda;23132,20077;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540259;Pontalinda;34571,11491;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540309;Pontes Gestal;102070,8187;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540309;Pontes Gestal;105642,8476;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540309;Pontes Gestal;102070,8187;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540309;Pontes Gestal;55654,60168;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540309;Pontes Gestal;47296,49505;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540309;Pontes Gestal;69489,38879;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540408;Populina;39337,48399;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540408;Populina;39819,80079;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540408;Populina;39337,48399;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540408;Populina;37760,25043;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540408;Populina;28598,69906;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540408;Populina;41007,58874;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540507;Porangaba;31899,29402;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540507;Porangaba;33642,76043;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540507;Porangaba;31899,29402;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540507;Porangaba;29785,09847;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540507;Porangaba;24397,1331;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540507;Porangaba;30907,44879;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540606;Porto Feliz;83902,03167;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540606;Porto Feliz;57115,51607;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540606;Porto Feliz;83902,03167;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540606;Porto Feliz;83545,75974;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540606;Porto Feliz;75472,39569;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540606;Porto Feliz;94895,75047;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540705;Porto Ferreira;63159,65126;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540705;Porto Ferreira;57943,32252;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540705;Porto Ferreira;63159,65126;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540705;Porto Ferreira;58151,6261;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540705;Porto Ferreira;50140,31688;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540705;Porto Ferreira;62776,73843;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540754;Potim;17563,26595;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540754;Potim;16425,65526;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540754;Potim;17563,26595;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540754;Potim;17375,36101;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540754;Potim;16025,89328;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540754;Potim;18639,72241;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540804;Potirendaba;51857,73927;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540804;Potirendaba;55219,21332;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540804;Potirendaba;51857,73927;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540804;Potirendaba;48796,59343;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540804;Potirendaba;39161,35095;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540804;Potirendaba;57622,09793;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540853;Pracinha;18669,3794;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540853;Pracinha;16348,67665;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540853;Pracinha;18669,3794;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540853;Pracinha;16957,68183;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540853;Pracinha;13785,26476;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540853;Pracinha;18546,52532;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540903;Pradópolis;70519,65833;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540903;Pradópolis;66237,5082;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540903;Pradópolis;70519,65833;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540903;Pradópolis;70382,4802;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540903;Pradópolis;70362,57685;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3540903;Pradópolis;92553,20156;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541000;Praia Grande;37960,58111;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541000;Praia Grande;36833,89162;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541000;Praia Grande;37960,58111;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541000;Praia Grande;35258,11086;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541000;Praia Grande;27991,20899;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541000;Praia Grande;33755,82207;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541059;Pratânia;42974,36806;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541059;Pratânia;36200,30544;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541059;Pratânia;42974,36806;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541059;Pratânia;30954,93194;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541059;Pratânia;25310,37924;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541059;Pratânia;52161,73077;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541109;Presidente Alves;30009,18551;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541109;Presidente Alves;33191,82361;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541109;Presidente Alves;30009,18551;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541109;Presidente Alves;24901,80394;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541109;Presidente Alves;20986,66977;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541109;Presidente Alves;32593,92636;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541208;Presidente Bernardes;32570,22674;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541208;Presidente Bernardes;32658,66488;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541208;Presidente Bernardes;32570,22674;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541208;Presidente Bernardes;36597,30765;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541208;Presidente Bernardes;22780,99527;2022;Riqueza;63120,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541208;Presidente Bernardes;25945,45205;2024;Riqueza;82440,92;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541307;Presidente Epitácio;33352,37616;2014;Riqueza;90454,96;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541307;Presidente Epitácio;43780,84743;2016;Riqueza;82888,73;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541307;Presidente Epitácio;33352,37616;2018;Riqueza;82943,19;;;;Produto Interno Bruto per capita (R$ de 2024);;
3541307;Presidente Epitácio;31035,49244;2020;Riqueza;73338,7;;;;Produto Interno Bruto per capita (R$ de 2024);;
